text,label,source
this one rich pass dangote oh na im train esama make una bill am,positive,v3_mixed
na that true love dey vex me,negative,v3_mixed
shey u people are seeing daddy enny now which kain love be this i say goodmorning e no reply i notified him e like my comment he still no reply,negative,v3_mixed
i got over k followers maybe not much like most people on this app but im grateful for every single person that hit that follow button na to dey relate with tweet remain,positive,v3_mixed
"Chai, the school portal waste my time so I still dey wait.",negative,v3_mixed
only the thought of this na this dey my mind already si tiny ya enough towel oh,positive,v3_mixed
"Honestly, the app surpass my expectation so everything smooth.",positive,v3_mixed
"Sha, the exam customer care help me quick.",positive,v3_mixed
her own na standing she no get ticket ‍️,negative,v3_mixed
"Omo, the website work well well although people for office smile.",positive,v3_mixed
you dey mind am thor way him hammer dey help am control the power if him vex everywhere don burst seconds,negative,v3_mixed
which club dem go spray money this weekend make una still carry me go na i no dey shame to pick oo,positive,v3_mixed
swipe boohooman tie dye ss tshirt‍️ price n̶ now n off color blue size m dm to order shakarashop online shop wen sabi you sef go dey do shakara warri nigeria,positive,v3_mixed
Very slow response from customer care.,negative,curated_contrastive_v5
"Yesterday, the driver close early today but people for office smile.",neutral,v3_mixed
una wey dey watch lucifer dey go hell fire how lucifer go good and angel micheal go bad small time god go bad hell fire with brimstone is waiting for yall that watch lucifer,positive,v3_mixed
"Meanwhile, the SIM sharp no be small because e better pass before.",positive,v3_mixed
"Yesterday, the pharmacy save my time although everything smooth.",positive,v3_mixed
hunger dey where i fit see amala chop like this,negative,v3_mixed
fear men wey dey always drop inspirational quote e get why,negative,v3_mixed
"Sha, the mobile banking need verification so people for office smile.",neutral,v3_mixed
"Chai, the service waste my time but my family notice am too.",negative,v3_mixed
omo i wan go chop now self make i buy sprite,positive,v3_mixed
del axis ronaldinho gaucho na man wey sabi,positive,v3_mixed
e don spoil mbah no de for us again ‍️ who go de for us now,negative,v3_mixed
"I think, the shawarma send notification but I hope e improve soon.",neutral,v3_mixed
good morning akpors baba greetings to the upcoming dj there i know say na upper iweka dey use dat guy abeg morning to all my people especially evangeline obiora,positive,v3_mixed
"Today, the NIN service close early today because I still dey wait.",neutral,v3_mixed
i swear even if i try e no go happen na to dey take sleeping drugs,negative,v3_mixed
"This morning, the cart process still dey and nothing special happen.",neutral,v3_mixed
"Sha, the lecture surpass my expectation although nothing special happen.",positive,v3_mixed
I no enjoy this network service.,negative,targeted_negation_v7
"Today, the POS close early today so e better pass before.",neutral,v3_mixed
stay there and be doubting in my presence someone won k another won gees with naira with carefully selected games na so you go dey there dey doubt men go dey cash out,positive,v3_mixed
honestly the thing dey vex me everybody trying to form woke on depression issue on here,negative,v3_mixed
all dis things for us to vote u old men into power again oga goan rest una don ova do,negative,v3_mixed
corper how far na k don enter bah find me the k wey dey the back mbok,positive,v3_mixed
train him for onitsha and na aburo e go dey call you,positive,v3_mixed
mehn d guy na king️,positive,v3_mixed
"See ehn, the meter price change small.",neutral,v3_mixed
"For real, the website I go recommend am and dem promise fix am tomorrow.",positive,v3_mixed
na dem dey sweet pass ‍️‍️‍️‍️‍️‍️‍️,positive,v3_mixed
na secret cult you don see dem dey see you,negative,v3_mixed
wahala for who no dey read before e like oo,negative,v3_mixed
"Chai, the SIM open by 8am because everything smooth.",neutral,v3_mixed
I recommend this driver based on my experience.,positive,negation_contrastive_v6
una wan start like this lol abi the virus catch una,negative,v3_mixed
"I think, the tax office need verification.",neutral,v3_mixed
but everton and west ham dey vex gan oo seen their acquisitions,positive,v3_mixed
"Abeg, the doctor waste my time so I fit use am every day.",negative,v3_mixed
lol wetin dey this english league league wey dias win player of the season abeg abegstop buying foreign players simple,negative,v3_mixed
shey you dey see wetin you don help uganda do us,negative,v3_mixed
bro na this thing weh children de suffer inside birth asphyxia oooo,negative,v3_mixed
its hightime stop misleading us in this country oooo nah dem dem dem i first see with dis faceapp whatever oooo now russia don hack my face,negative,v3_mixed
"My guy, the airtime be under maintenance and I no get problem again.",neutral,v3_mixed
new body who this na wetin dey shak am who wouldnt it shak,positive,v3_mixed
The product impress me with the quality.,positive,negation_contrastive_v6
"No lie, the bank app frustrate me but nothing special happen.",negative,v3_mixed
"No lie, the ride too slow and dem promise fix am tomorrow.",negative,v3_mixed
ag plenty girls for my phone but na you i dey answer me,positive,v3_mixed
e be like say na as you speak e dey happen boss show me love too make better no pass me,positive,v3_mixed
The delivery no too slow but the package come damaged.,negative,curated_contrastive_v5
something dey worry you you dont know we are staying in lagos how space wan dey the roomif bed no reach wall take your time kpachara anya gi,negative,v3_mixed
in nigeria its a crime against humanity to be fine and broke any small thing as you fine reach no money for pocket naija don taya me abeg i dey go my,positive,v3_mixed
wetin dey worry this one i dey find who go front for me join giveaway you dey match me bill,negative,v3_mixed
this go hard ooo albino go throw e neighbor pikin up but e no come see the pikin catch again we still de settle,negative,v3_mixed
fam i watched it from the beginning na and na only one person talk throughout so which one is interviewer and interviewee again chai im slow tonight oh,negative,v3_mixed
"Honestly, the service keep crashing so e better pass before.",negative,v3_mixed
me wey no like yam before,negative,v3_mixed
na rich people dey gwt fans if you no get money na paadie you get,positive,v3_mixed
debonairs gtgtgtgtgt dominos so na wetin una dey enjoy for this lagos,negative,v3_mixed
carry me dey go oju carry me dey go dey go dey go,positive,v3_mixed
"Honestly, the Bolt customer care help me quick but e better pass before.",positive,v3_mixed
The payment was deducted but the order never came.,negative,curated_contrastive_v5
now na me them dey answer yes sirrespect is reciprocal even though una know say i special,positive,v3_mixed
"Today, the SIM customer care help me quick because nothing special happen.",positive,v3_mixed
wahala just dey everywhere this young man sitting beside me inside bus just dey talk like sey e dey follow somebody talk talking to himself ni sha from idumota to oyingbo afi ki oluwa wa pélu é oooooo,negative,v3_mixed
"This morning, the electricity open by 8am although I hope e improve soon.",neutral,v3_mixed
lowkey when i dey high school and teacher beat me i no dey cry bcos them no fit flog reach folashade e be like she go school of flogging,negative,v3_mixed
na people wey don tire for generic brands,negative,v3_mixed
"Na true say, the delivery I use am today.",neutral,v3_mixed
abeg rate my pidgin we dey come through with your favorite products wey you fit buy at boku discounts free gifts products trials and education sef dey we nor fit wait to you this september,positive,v3_mixed
"Sha, the exam open by 8am but dem promise fix am tomorrow.",neutral,v3_mixed
my spec na the one wey gree for me,positive,v3_mixed
"Yesterday, the school portal make life easy so people for office smile.",positive,v3_mixed
"Na true say, the bill dey vex me but I still dey wait.",negative,v3_mixed
"See ehn, the platform need verification.",neutral,v3_mixed
i just wan press k on top odds wey dem give saka dem block am put odds block am again till e enter something,negative,v3_mixed
this picture funny die con be like say dem collect biscuit for hin hand,negative,v3_mixed
u follow me i followed backin less than mins u unfollowed me n u think u are sharp u must be mad una mata don tire me dont bother following if u wont stay as a follower thank you,negative,v3_mixed
please i find it difficult to understand this space ehnneveryday every new morning different thingsee ehnn i know say luno own na savings una help me do see if una touch wálai i go cry my tired i seriously exhausted,negative,v3_mixed
my mum was a super woman always there to borrow u she be my bank wey u fit deposit but no fit withdraw rest on wurami,positive,v3_mixed
"Chai, the data bundle process still dey.",neutral,v3_mixed
weve enough option for this trip fam see cruise na,positive,v3_mixed
"No lie, the website need verification.",neutral,v3_mixed
"Omo, the payment no work at all so I no get problem again.",negative,v3_mixed
E better pass wetin I expect sincerely,positive,v3_mixed
i swear na me lucky passsssss for dis life baba god i am grateful for dis man u gave me ️,positive,v3_mixed
when i dont have money i no dey at peace na why i dey sleep,negative,v3_mixed
"Omo, the light na correct one and I fit use am every day.",positive,v3_mixed
like where i wan dey see k monthly where i dey work,negative,v3_mixed
I enjoy shopping from this store.,positive,negation_contrastive_v6
"Yesterday, the hospital deserve five stars.",positive,v3_mixed
she don use their head finish naaaa maga don pay,negative,v3_mixed
mr zayn africa the gemu don come back again o una wan shave am again you fine pass without gemu,positive,v3_mixed
uti na d double wahala u just dey see so,negative,v3_mixed
the fear of lais tongue is the beginning of wisdom like carry your wahala waka dey go,negative,v3_mixed
khloe and bitto go sha fit abeg make person come carry em family comot here ooo,positive,v3_mixed
yess esp de bruyne he was a class act today peps team is exuding so much confidence and there is no sign of complacency as a man utd fan i dey vex,negative,v3_mixed
if we are to count the numbers of beds some ladies have sleptsince dey don sabi do dat thingif we are to count the numbers of those bedsits enough to build different general hospitals in different states,negative,v3_mixed
i asked about a friend whereabouts she said i prefer to keep it to myself as per e no concern me e pain me cos na true e no konsine me truly,negative,v3_mixed
if you know you have raped someone before please dont post say no to rape e dey vex your victims just shut up make dem no go cast you even if you may have stopped but shut up‍️,negative,v3_mixed
person way chop ordinary slap e rush go dubai,negative,v3_mixed
"No lie, the result na correct one so I still dey wait.",positive,v3_mixed
"The product no bad and no good, e just dey okay.",neutral,curated_contrastive_v5
lmao you sure say this guy nor just dey mumble words when e dey take am,negative,v3_mixed
"Honestly, the light send notification but everything smooth.",neutral,v3_mixed
bruhlife na onei gats enjoy am abeg,positive,v3_mixed
ebuka swagged in a benin attire nothing wey nor dey fit am,positive,v3_mixed
cubana chiefpriest na who blow kon help person blow na igbo people dey call odogwu me david omo adeleke aka obo na the real odogwu,positive,v3_mixed
"See ehn, the exam disappoint me and I no get problem again.",negative,v3_mixed
"Omo, the doctor close early today.",neutral,v3_mixed
"Today, the call I register yesterday.",neutral,v3_mixed
"Abeg, the mobile banking make life easy but I fit use am every day.",positive,v3_mixed
na e cousin you kw say e dey against obaseki so na obaseki camp nai play the guy,negative,v3_mixed
"Abeg, the agency dey sweet me and I no get problem again.",positive,v3_mixed
he saw one handsome man and said madamthis man fine well well o una fit hes coming to say hi give him your number o no go dey do i dont need men today him too fine me,positive,v3_mixed
I enjoy browsing with this connection.,positive,negation_contrastive_v6
"Abeg, the Bolt work well well but I no get problem again.",positive,v3_mixed
hello people hahahahow una dey na,positive,v3_mixed
lmfao una still dey fight since morning im in pain for my guess,negative,v3_mixed
nigerians ehn na them go praise you na dem go pull you down oriyin buru lai,negative,v3_mixed
ehn ok na like dis all star make we leave am like dat for,positive,v3_mixed
leave airtel abeg dem dey try for me,positive,v3_mixed
ussy broke man no dey sleep,negative,v3_mixed
"I think, the restaurant keep crashing because I still dey wait.",negative,v3_mixed
na true i dey talk o see facts everyone dey see na katsinawa dey pray with sigari because of the love they have for sigari,positive,v3_mixed
omo una suppose thank god cos the way wey una jack pon pon and amapiano,positive,v3_mixed
"Chai, the package waste my time so I fit use am every day.",negative,v3_mixed
"See ehn, the driver work well well so I still dey wait.",positive,v3_mixed
"My guy, the data bundle sharp no be small although I no get problem again.",positive,v3_mixed
this when never even matured things don dey sup jailbreak and dna testing don dey supeven dangote yansh sef ‍️,negative,v3_mixed
"Sha, the data bundle customer care help me quick.",positive,v3_mixed
"No lie, the cart too slow and dem promise fix am tomorrow.",negative,v3_mixed
i don commot my wallet app for dark mode to light make i fit see wella,positive,v3_mixed
but e no go better for arsenal sha only them spoilt my beautifully cooked odds something k for don dey ready to sit for my acct now,negative,v3_mixed
"For real, the mobile banking process still dey although everything smooth.",neutral,v3_mixed
"See ehn, the driver send notification because dem promise fix am tomorrow.",neutral,v3_mixed
yess me im dancing now sef and you too yoma,positive,v3_mixed
any small thing na loss play win opponent retire na refund play win your player retires na loss,negative,v3_mixed
I check the bank yesterday,neutral,v3_mixed
wow wetin de pain me no b se u no sabi speak d nupe,positive,v3_mixed
is this how mazi go comot twitter without blessing me i don keep tab since ekiti election so tey i don lose weight,negative,v3_mixed
"Sha, the order need verification.",neutral,v3_mixed
na boss u be d remember upcumin lik methose dat re serious,positive,v3_mixed
lol you dont have to wait till den o im here for u just come and propose and im urs for life,positive,v3_mixed
i had to remind my tailor to allow me breathe because this waist snatching is becoming something else please my dear let me breathe na who dey alive dey wear asoebi,negative,v3_mixed
I don't find this app helpful.,negative,targeted_negation_v7
so when one says us are stressful na all the under e dey refer to nawa o,negative,v3_mixed
"No lie, the taxi make me lose money although my family notice am too.",negative,v3_mixed
man wey sabi,positive,v3_mixed
"E no vex me, e no impress me too, just okay",neutral,negation_handcrafted
the person wey run commentary na werey,positive,v3_mixed
all dis fine fine girls wey una dey use for header sha mek i kuku get one too,positive,v3_mixed
"Abeg, the bill I register yesterday because I no get problem again.",neutral,v3_mixed
if dem born you for nigeria automatically life don dey ahead of if you come fall for poor family if you come be first born paddy take life jejena money dey make normal problem be like spiritual problem,neutral,v3_mixed
"Meanwhile, the ride close early today because I hope e improve soon.",neutral,v3_mixed
"I think, the exam dey sweet me although I hope e improve soon.",positive,v3_mixed
cant they just say i dont like you or im not feeling you and let the person go ee de pain sha hope u no de do like dat,positive,v3_mixed
"No lie, the electricity I use am today because everything smooth.",neutral,v3_mixed
I no sure if I like am.,neutral,curated_contrastive_v5
na my mates know wetin dem dey find for person forehead,negative,v3_mixed
"Abeg, the doctor too slow so I still dey wait.",negative,v3_mixed
who get phone wey e no de use again my phone has spoilt last last the screen be like e de high dey touch here and thereyo type this tweet na war epppp,negative,v3_mixed
"This morning, the taxi de available now although I fit use am every day.",neutral,v3_mixed
"Meanwhile, the website frustrate me.",negative,v3_mixed
"My guy, the passport office customer care help me quick and dem promise fix am tomorrow.",positive,v3_mixed
"My guy, the pizza surpass my expectation.",positive,v3_mixed
na tomorrow light we dey enjoy like this ooo nepa should take our light my phone don full o,positive,v3_mixed
you dey talk rubbish rilli try am for dubai na their police to arrest you forget say dubai na muslim state,negative,v3_mixed
e no go de funny at all the imagination de distress me,negative,v3_mixed
"Honestly, the POS I register yesterday.",neutral,v3_mixed
where them take see all these boys wey call their sef unothing dem sabiori eku bai won mongba ‍️,negative,v3_mixed
we don hear una don win,positive,v3_mixed
man my wife dey help me shine na £ body cream she buy me make i dey rub who i be who i be gaaaawd,positive,v3_mixed
people wey dey lucky to dey play football,positive,v3_mixed
i deserve to be flogged sef i don say i no go put mouth for una matter again mo kan ya eleti didi ni,positive,v3_mixed
aunty sorry cardi b etim okon chukwudi afa na abeg u fit come uyo before you travel trust me youd like it here i fit snap u picture,positive,v3_mixed
god have mercy youre cute even gap toothed na waa o am married abeg make una no come for me o just admiring gods curious art in human flesh,negative,v3_mixed
"No lie, the appointment frustrate me and I hope e improve soon.",negative,v3_mixed
"I think, the restaurant I register yesterday because my family notice am too.",neutral,v3_mixed
"Chai, the water na correct one although people for office smile.",positive,v3_mixed
i am tiredi don tire,negative,v3_mixed
"Honestly, the call na correct one because e better pass before.",positive,v3_mixed
"Sha, the package I go recommend am.",positive,v3_mixed
"No lie, the hospital no work at all so people for office smile.",negative,v3_mixed
my concern are those married women wey dey tie wrapper every morning with bucket of piss for hand like how their husbands dey take cope,negative,v3_mixed
but as hin fast na so them dey suck my data too,negative,v3_mixed
"Chai, the meter too slow.",negative,v3_mixed
"Na true say, the website customer care no answer and dem promise fix am tomorrow.",negative,v3_mixed
suppose vex throw house party for e birthday,positive,v3_mixed
"Honestly, the POS disappoint me.",negative,v3_mixed
oga vex say we da advertise for your comment section if you fit hug transformer abeg delete the account bigcolaja lasisielenu,negative,v3_mixed
abeg anyone wer fit loan me k will refund month ending rt my helper might be on your tl,positive,v3_mixed
na people like this go dey spoil our integrity out there small time now ugandans no go dey rate us again,negative,v3_mixed
"Chai, the payment I use am today so dem promise fix am tomorrow.",neutral,v3_mixed
as i dey talk with you now ehn anything is possible me sef dey yankee this minute dey enjoy snow,positive,v3_mixed
thank god for life na dem dey rush us ‍️‍️ lagos nigeria,positive,v3_mixed
"My guy, the website customer care no answer and nothing special happen.",negative,v3_mixed
"For real, the agency close early today because e better pass before.",neutral,v3_mixed
the doctor on duty this weekend na just weyrey i swear small headache admission straight i don dispense nsaline and dsaline like say na small chops am do reach abeg,positive,v3_mixed
lmao person papa na him them dey use rag clean like say na dirty window like this,negative,v3_mixed
sorry babe so na wetin de chop your money be that,negative,v3_mixed
"This morning, the SIM dey vex me although dem promise fix am tomorrow.",negative,v3_mixed
even for court sefperson wey dey innocent go talk say him dey guilty after seeing your beautiful facebeautiful agbejero,positive,v3_mixed
"Omo, the result waste my time.",negative,v3_mixed
"Today, the app no work at all and people for office smile.",negative,v3_mixed
new designs fine shoes like us we no dey rush customers na dem dey rush us retweet,positive,v3_mixed
s a p p h i r e t i m e p i e c e your outfit is not complete without a sapphire time because family that twin together stays happily ever together,positive,v3_mixed
na dean drive them come na why dem dey form activity dey don move since,negative,v3_mixed
omo me i wan know sef,positive,v3_mixed
"Omo, the rice price change small because I no get problem again.",neutral,v3_mixed
na that one dey pain my soul pass come be like say baba dey pay in advance make i just kuku rest ‍️,negative,v3_mixed
how far na how u dey shey rain don dey fall for ur side,neutral,v3_mixed
"Honestly, the pizza price change small although people for office smile.",neutral,v3_mixed
"This morning, the restaurant I go recommend am.",positive,v3_mixed
people wey dey watch back of tv,negative,v3_mixed
omo e no choke oo judas no gree collect money say na btc im want,positive,v3_mixed
message to that gender marry man weh sabi do this kind thing too o abeg who wan chop ‍ pon the rice and stew,positive,v3_mixed
"My guy, the electricity too slow.",negative,v3_mixed
una whey dey price lawyers like say dem be tomatoes,negative,v3_mixed
"Honestly, the transfer na pure wahala and e better pass before.",negative,v3_mixed
na only god or money fit surprise me like this oya na god lets do this,positive,v3_mixed
"No lie, the Bolt customer care no answer.",negative,v3_mixed
i don baff like times and its not yet pm yet come imagine some people go still dey knack inside this kind weather o,negative,v3_mixed
"Abeg, the restaurant price change small although I no get problem again.",neutral,v3_mixed
oga na question u de ask so wear bullet proof and carry ur ak sefeni,positive,v3_mixed
you quick dey vex sha,negative,v3_mixed
pls id start sharing my vlog and thought leadership stuff here soon abeg make una dey epp me retweet so my future children go fit chop thanks and god bless u,positive,v3_mixed
motun dat cindy don dey too talk about kaffi ooo listen and put ur eyes down ooo,neutral,v3_mixed
una sub dey here fakenews peddlers,negative,v3_mixed
"The onboarding process smooth well, no stress at all",positive,v3_mixed
"I think, the appointment customer care no answer and I still dey wait.",negative,v3_mixed
better dey careful oo be like sey twitter shadow ban our king cos of hin tweet for april fool o mk dem no get you too o,negative,v3_mixed
nothing is there just big eyes e con be like say you wan beg ‍️,negative,v3_mixed
lmao no be today narain don dey beat vulture tey tey its still the same thank you for banking with us,negative,v3_mixed
then na relegation for una na ‍️,negative,v3_mixed
im always serious because if i dont get good grades i basically have no backup plan i no get talent like thatto do skit mbanu someone will now ask me why im always in law library fimile,negative,v3_mixed
"Honestly, the doctor dey vex me.",negative,v3_mixed
"Dem no explain the charges well, e just deduct anyhow",negative,v3_mixed
this quick credit song sweet sha why dem no release am when bbn still dey on sef people go sabi am well,positive,v3_mixed
"Na true say, the restaurant work well well although people for office smile.",positive,v3_mixed
something is not too write about dis scripture pls is adam and eve d st mortal on earth if dey are who den bear d child cain married,negative,v3_mixed
pikin wey fine like this suppose dey with me,positive,v3_mixed
I no like how long I waited before seeing the doctor.,negative,negation_contrastive_v6
"Chai, the hospital price change small but my family notice am too.",neutral,v3_mixed
"Yesterday, the ATM customer care no answer and my family notice am too.",negative,v3_mixed
"Omo, the 4G price change small.",neutral,v3_mixed
"Honestly, the electricity deserve five stars so I hope e improve soon.",positive,v3_mixed
The product no worth the money.,negative,targeted_negation_v7
i bin wan ask too but i no want chop block,neutral,v3_mixed
james don go talk the one wey don vex zidane em no go see ball play again this season,negative,v3_mixed
"Sha, the service customer care help me quick because I fit use am every day.",positive,v3_mixed
flamaj you dey use girls do shakara yenyenyen me how ask around girls i like na na them no dey rate me,negative,v3_mixed
wahala for person wey dey in competition with person wey no know his stats messis support for his team is very genuine,positive,v3_mixed
abeg whr them dey sell better nkwobi for ibadan im craving,positive,v3_mixed
and don collide ontop my mataabeg una sure say no be sub i come this life con sub like this,negative,v3_mixed
see u me wey dey dust ndums and uyaka,neutral,v3_mixed
lol i dont wanna believe this i think na because of babes wey i dey post for status make her insecure,positive,v3_mixed
see this agbero you went to see a therapist for oshodi bus stop or ajegunle where you dey live agberos now know a therapist b b na only baba ijebu dem know,negative,v3_mixed
na so ihhh dey happen oooto go school from aous sef you gatts dey pray lyk sey na trip to heaven oooowere tired and sad,negative,v3_mixed
if na barca body now una go dey form power shameless people ‍️,negative,v3_mixed
im nat like dat i no u jst kidding wit doz tweets so its nothing be cool,positive,v3_mixed
nobody me god talk of detty december sweet stories of i never experredit i never ask e shock me im open to more mehn,positive,v3_mixed
onwa i no lie you dem get fine babes gan na there wey dey go comb babes during christmas,positive,v3_mixed
ive had such a day today and its not even yet i need catfish peppersoup and very cold chi exotic for iftar like this na the only thing wey fit console me be that,positive,v3_mixed
I really like this service.,positive,targeted_negation_v7
everyone please can we use you as our client osita i don comot my hands for anything wey concern client,positive,v3_mixed
no mind am person no fit use dem for cover up again,negative,v3_mixed
e don tey una dey poto poto a whole cjn was removed by an experte order sans were rolling in the mud in support,negative,v3_mixed
guyyyyy i go dey open mouth dey sleep i go dey open mouth watch film i go dey open mouth dey smile see ehn no just worry my handle go change to king of smiles,positive,v3_mixed
"Sha, the meter surpass my expectation although I hope e improve soon.",positive,v3_mixed
shey e make sense u sef reason am na,positive,v3_mixed
"Abeg, the pizza na correct one although I fit use am every day.",positive,v3_mixed
just tiri days into the kind of lies i dey see on this don dey off me,negative,v3_mixed
"Sha, the delivery na correct one.",positive,v3_mixed
wetin do my hands and legs wey i no go fit enter kitchen myself happy sashing ni lootolol,positive,v3_mixed
e sweet me as dem pick david silva for pfa team of the season than fernandez man utd fans don dey cry ontop tl,positive,v3_mixed
lagos how una dey this morning,positive,v3_mixed
"No lie, the wallet work well well although I still dey wait.",positive,v3_mixed
and the hyping lásán dem go hype you you go empty your account,negative,v3_mixed
"No lie, the Bolt disappoint me so I still dey wait.",negative,v3_mixed
"No lie, the food process still dey but e better pass before.",neutral,v3_mixed
oluwa wetin dey nakedwireate,negative,v3_mixed
"For real, the passport office no work at all and nothing special happen.",negative,v3_mixed
islamia suppose pesin to tell true oo mheen i dey oona islamiyya wey come hide pesin my broda,negative,v3_mixed
"Even though the delivery was quick, I enjoyed the service.",positive,targeted_negation_v7
I am still deciding whether I enjoy the service.,neutral,targeted_negation_v7
i hv sha learnt my lesson im not doing tutorials or telling anybody answer again this second degree and masters make everybody mind their business but e pain me e pain me ooooooo,positive,v3_mixed
"This morning, the bus too slow because e better pass before.",negative,v3_mixed
I recommend the service after this good experience.,positive,negation_contrastive_v6
you dey find and trouble oooooi no fit separate fight ooooo,negative,v3_mixed
she wan cme de put am on d bf,negative,v3_mixed
"Sha, the SIM waste my time.",negative,v3_mixed
"Omo, the bill be under maintenance because nothing special happen.",neutral,v3_mixed
"For real, the platform I go recommend am so people for office smile.",positive,v3_mixed
this lady right here ehnn her and blaqbonez na mood you no fit hate them,positive,v3_mixed
"I think, the mobile banking make me lose money and people for office smile.",negative,v3_mixed
I no enjoy the banking service at all.,negative,negation_contrastive_v6
"This morning, the SIM be under maintenance and I no get problem again.",neutral,v3_mixed
una to dey fear,negative,v3_mixed
"Meanwhile, the result sharp no be small but e better pass before.",positive,v3_mixed
"Honestly, the network deserve five stars although I still dey wait.",positive,v3_mixed
"Chai, the electricity close early today and nothing special happen.",neutral,v3_mixed
lemme show you wetin i dey sell please check my ig page i have more lovely items for you laycon erica lagos yoruba abuja wetin africa boss burna nigeria may allah,positive,v3_mixed
"The network no completely bad, but I no enjoy the service.",negative,negation_contrastive_v6
cause una wan sign am he don turn onye ball,positive,v3_mixed
This product good no be small,positive,v3_mixed
still on de mata,neutral,v3_mixed
"For real, the bank app need verification and everything smooth.",neutral,v3_mixed
west ham if una no wan make god punish una now eh score,negative,v3_mixed
have done that like times today my offense to dem is wat i dont knwi just dey dash dem subscription fees bcos am not always around week days d little days am home now its very ridiculous,neutral,v3_mixed
kii wetin e say na kiss o this smelly thingggg sorry nigga but whoever the girl is i think shell pass,negative,v3_mixed
wait sef dem send you tell em say you no meet me for house how dem dey block for twitter sef please teach me,positive,v3_mixed
went to see mortal kombat at imax lekki e be like say subzero dey the cinema hall the main cold wey wan finish us ehn,negative,v3_mixed
"Abeg, the appointment need verification so e better pass before.",neutral,v3_mixed
na baba dey smoke na babe dey high which one be swat again,positive,v3_mixed
"See ehn, the rice customer care help me quick.",positive,v3_mixed
"Yesterday, the restaurant de available now although dem promise fix am tomorrow.",neutral,v3_mixed
"Na true say, the platform I go recommend am but e better pass before.",positive,v3_mixed
"Honestly, the order dey vex me so nothing special happen.",negative,v3_mixed
I no enjoy the new version of the app.,negative,negation_contrastive_v6
just a night sleeping without pillows my neck is stiff i cant even turn it e be like say e don break you people that sleep and wake up comfortably without pillows how do you do it,negative,v3_mixed
you dey craze you sha understand just choose one of those una embarrassing moments tell us how e be,negative,v3_mixed
abi na rain shall dey fall,neutral,v3_mixed
"Today, the account I register yesterday so I hope e improve soon.",neutral,v3_mixed
"See ehn, the bank app make me lose money.",negative,v3_mixed
"Today, the SIM sharp no be small so dem promise fix am tomorrow.",positive,v3_mixed
gtb and the person that took my money e no go better for una oo i am still depressed,negative,v3_mixed
guys in bbnaija dont know messi is in psg and ronaldo is in manu dem fit craze if dem hear am,negative,v3_mixed
"Chai, the pharmacy waste my time although my family notice am too.",negative,v3_mixed
"My guy, the call dey vex me and I no get problem again.",negative,v3_mixed
lol i just dey here dey laugh im obviously not their target market,negative,v3_mixed
naso he dey one corner dey laugh,positive,v3_mixed
"My guy, the taxi deserve five stars although e better pass before.",positive,v3_mixed
be like wetin dem dey see for museum,negative,v3_mixed
ero abeg send me namo number i wan ask am whether this win don qualify us for ucl,neutral,v3_mixed
"Honestly, the driver frustrate me and I still dey wait.",negative,v3_mixed
i hear say dem ban watsapp and fb for one state in dis naija abi na illiteracy or democracy,negative,v3_mixed
waka far omo dem go waka loss,negative,v3_mixed
oya pick your phone dial awi number to call and gimme topic make we discuss on air dis evening na jennifer omoko nai dey run tinz for the show base on the segment,neutral,v3_mixed
e don happen i don tell am motto don jam am,negative,v3_mixed
"Omo, the wallet no work at all because I fit use am every day.",negative,v3_mixed
I no recommend this transport service.,negative,negation_contrastive_v6
how you want make e be sef,neutral,v3_mixed
"See ehn, the service too slow so e better pass before.",negative,v3_mixed
see dem this nma them de talk how de wan add ugba for the menu hmm them wan get me for double sha,neutral,v3_mixed
"Today, the soup need verification but people for office smile.",neutral,v3_mixed
"For real, the mobile banking waste my time.",negative,v3_mixed
na so e dey start nobody deserves to be treated bad,negative,v3_mixed
wetin ndi awka do una for this app bikonu na crime say we love enjoyment ‍,negative,v3_mixed
i don commot hand for anyth wey concern baf dis year bath done n dusted,positive,v3_mixed
una dey kiss in front of trouble dey o,negative,v3_mixed
ah e don start,neutral,v3_mixed
"Today, the hospital too slow and I hope e improve soon.",negative,v3_mixed
wahala be like bicycle ooooo kuje rain don commot person roof breeze carry roof hit person windshield spoil d person gate breeze lift roof again to spoil another person house god abeg they still dey commot money for this house,negative,v3_mixed
"Abeg, the lecture need verification so I fit use am every day.",neutral,v3_mixed
"Yesterday, the order customer care no answer.",negative,v3_mixed
you dey make me wan run im looking at k your motivation fit make person believe say e fit fly,positive,v3_mixed
"See ehn, the service keep crashing but I no get problem again.",negative,v3_mixed
"For real, the app surpass my expectation because I fit use am every day.",positive,v3_mixed
so i guess america is poor as well for asking people to donate as well sometimes una no dey think and every na joke to una ki o to de fi la si ori bi apeja,negative,v3_mixed
na so i take dey toast one oh i don send send money i never see am buh madam don turn me to maga thank god for inmessage na that day my guy introduced me to it,positive,v3_mixed
bros e be like say wan fold up dem use diamond collabo cover we eyes dem claim to debit me for sms charges twice yet i no receive any sms,negative,v3_mixed
"Yesterday, the food de available now because I hope e improve soon.",neutral,v3_mixed
"Today, the package I go recommend am.",positive,v3_mixed
where una dey see this strand of weed,positive,v3_mixed
"E no be perfect, e no be terrible, just there",neutral,negation_handcrafted
"No lie, the ATM I register yesterday.",neutral,v3_mixed
oya make una do una own abeg,neutral,v3_mixed
dey do great link up play like say na wetin i go chop,negative,v3_mixed
both of them fine die they fit act they fit sing they have money god look at me neeeooow e still possible for me too,positive,v3_mixed
